observed_date,asset_id,grade,value,range_low,range_high
2017-10-13,coffee:origin:india:arabica,arabica_parchment,7225.0,7150.0,7300.0
2017-10-13,coffee:origin:india:arabica,arabica_cherry,3900.0,3750.0,4050.0
2017-10-13,coffee:origin:india:robusta,robusta_parchment,6125.0,5950.0,6300.0
2017-10-13,coffee:origin:india:robusta,robusta_cherry,3225.0,3175.0,3275.0
2017-10-31,coffee:origin:india:arabica,arabica_parchment,7225.0,7200.0,7250.0
2017-10-31,coffee:origin:india:arabica,arabica_cherry,3550.0,3500.0,3600.0
2017-10-31,coffee:origin:india:robusta,robusta_parchment,5950.0,5900.0,6000.0
2017-10-31,coffee:origin:india:robusta,robusta_cherry,3200.0,3150.0,3250.0
2017-10-31,coffee:origin:india:arabica,arabica_parchment,7225.0,7200.0,7250.0
2017-10-31,coffee:origin:india:arabica,arabica_cherry,3550.0,3500.0,3600.0
2017-10-31,coffee:origin:india:robusta,robusta_parchment,5950.0,5900.0,6000.0
2017-10-31,coffee:origin:india:robusta,robusta_cherry,3200.0,3150.0,3250.0
2017-11-02,coffee:origin:india:arabica,arabica_parchment,6975.0,6900.0,7050.0
2017-11-02,coffee:origin:india:arabica,arabica_cherry,3725.0,3650.0,3800.0
2017-11-02,coffee:origin:india:robusta,robusta_parchment,5950.0,5900.0,6000.0
2017-11-02,coffee:origin:india:robusta,robusta_cherry,3037.5,2900.0,3175.0
2017-11-03,coffee:origin:india:arabica,arabica_parchment,7050.0,6950.0,7150.0
2017-11-03,coffee:origin:india:arabica,arabica_cherry,3800.0,3700.0,3900.0
2017-11-03,coffee:origin:india:robusta,robusta_parchment,5975.0,5900.0,6050.0
2017-11-03,coffee:origin:india:robusta,robusta_cherry,3087.5,2950.0,3225.0
2017-11-07,coffee:origin:india:arabica,arabica_parchment,7050.0,6950.0,7150.0
2017-11-07,coffee:origin:india:arabica,arabica_cherry,3737.5,3675.0,3800.0
2017-11-07,coffee:origin:india:robusta,robusta_parchment,5925.0,5850.0,6000.0
2017-11-07,coffee:origin:india:robusta,robusta_cherry,3100.0,3000.0,3200.0
2017-11-07,coffee:origin:india:arabica,arabica_parchment,7050.0,6950.0,7150.0
2017-11-07,coffee:origin:india:arabica,arabica_cherry,3737.5,3675.0,3800.0
2017-11-07,coffee:origin:india:robusta,robusta_parchment,5925.0,5850.0,6000.0
2017-11-07,coffee:origin:india:robusta,robusta_cherry,3100.0,3000.0,3200.0
2017-11-08,coffee:origin:india:arabica,arabica_parchment,7000.0,6900.0,7100.0
2017-11-08,coffee:origin:india:arabica,arabica_cherry,3737.5,3675.0,3800.0
2017-11-08,coffee:origin:india:robusta,robusta_parchment,5900.0,5800.0,6000.0
2017-11-08,coffee:origin:india:robusta,robusta_cherry,3100.0,3000.0,3200.0
2017-11-08,coffee:origin:india:arabica,arabica_parchment,7000.0,6900.0,7100.0
2017-11-08,coffee:origin:india:arabica,arabica_cherry,3737.5,3675.0,3800.0
2017-11-08,coffee:origin:india:robusta,robusta_parchment,5900.0,5800.0,6000.0
2017-11-08,coffee:origin:india:robusta,robusta_cherry,3100.0,3000.0,3200.0
2017-11-14,coffee:origin:india:arabica,arabica_parchment,7000.0,6900.0,7100.0
2017-11-14,coffee:origin:india:arabica,arabica_cherry,3750.0,3700.0,3800.0
2017-11-14,coffee:origin:india:robusta,robusta_parchment,5825.0,5750.0,5900.0
2017-11-14,coffee:origin:india:robusta,robusta_cherry,3037.5,2900.0,3175.0
2017-11-15,coffee:origin:india:arabica,arabica_parchment,7000.0,6900.0,7100.0
2017-11-15,coffee:origin:india:arabica,arabica_cherry,3750.0,3700.0,3800.0
2017-11-15,coffee:origin:india:robusta,robusta_parchment,5825.0,5750.0,5900.0
2017-11-15,coffee:origin:india:robusta,robusta_cherry,3037.5,2900.0,3175.0
2017-11-16,coffee:origin:india:arabica,arabica_parchment,6975.0,6900.0,7050.0
2017-11-16,coffee:origin:india:arabica,arabica_cherry,3787.5,3675.0,3900.0
2017-11-16,coffee:origin:india:robusta,robusta_parchment,5750.0,5650.0,5850.0
2017-11-16,coffee:origin:india:robusta,robusta_cherry,3000.0,2900.0,3100.0
2017-11-24,coffee:origin:india:arabica,arabica_parchment,6850.0,6700.0,7000.0
2017-11-24,coffee:origin:india:arabica,arabica_cherry,3625.0,3500.0,3750.0
2017-11-24,coffee:origin:india:robusta,robusta_parchment,5700.0,5500.0,5900.0
2017-11-24,coffee:origin:india:robusta,robusta_cherry,2962.5,2900.0,3025.0
2017-11-27,coffee:origin:india:arabica,arabica_parchment,6750.0,6600.0,6900.0
2017-11-27,coffee:origin:india:arabica,arabica_cherry,3625.0,3500.0,3750.0
2017-11-27,coffee:origin:india:robusta,robusta_parchment,5675.0,5450.0,5900.0
2017-11-27,coffee:origin:india:robusta,robusta_cherry,2900.0,2800.0,3000.0
2017-11-28,coffee:origin:india:arabica,arabica_parchment,6775.0,6600.0,6950.0
2017-11-28,coffee:origin:india:arabica,arabica_cherry,3650.0,3500.0,3800.0
2017-11-28,coffee:origin:india:robusta,robusta_parchment,5450.0,5400.0,5500.0
2017-11-28,coffee:origin:india:robusta,robusta_cherry,2837.5,2700.0,2975.0
2017-11-28,coffee:origin:india:arabica,arabica_parchment,6775.0,6600.0,6950.0
2017-11-28,coffee:origin:india:arabica,arabica_cherry,3650.0,3500.0,3800.0
2017-11-28,coffee:origin:india:robusta,robusta_parchment,5450.0,5400.0,5500.0
2017-11-28,coffee:origin:india:robusta,robusta_cherry,2837.5,2700.0,2975.0
2017-11-28,coffee:origin:india:arabica,arabica_parchment,6775.0,6600.0,6950.0
2017-11-28,coffee:origin:india:arabica,arabica_cherry,3650.0,3500.0,3800.0
2017-11-28,coffee:origin:india:robusta,robusta_parchment,5450.0,5400.0,5500.0
2017-11-28,coffee:origin:india:robusta,robusta_cherry,2837.5,2700.0,2975.0
2017-12-04,coffee:origin:india:arabica,arabica_parchment,7025.0,6950.0,7100.0
2017-12-04,coffee:origin:india:arabica,arabica_cherry,3662.5,3625.0,3700.0
2017-12-04,coffee:origin:india:robusta,robusta_parchment,5400.0,5375.0,5425.0
2017-12-04,coffee:origin:india:robusta,robusta_cherry,2825.0,2700.0,2950.0
2018-01-03,coffee:origin:india:arabica,arabica_parchment,7400.0,7300.0,7500.0
2018-01-03,coffee:origin:india:arabica,arabica_cherry,3900.0,3800.0,4000.0
2018-01-03,coffee:origin:india:robusta,robusta_parchment,5600.0,5500.0,5700.0
2018-01-03,coffee:origin:india:robusta,robusta_cherry,3050.0,3000.0,3100.0
2018-01-04,coffee:origin:india:arabica,arabica_parchment,7400.0,7300.0,7500.0
2018-01-04,coffee:origin:india:arabica,arabica_cherry,3900.0,3800.0,4000.0
2018-01-04,coffee:origin:india:robusta,robusta_parchment,5600.0,5500.0,5700.0
2018-01-04,coffee:origin:india:robusta,robusta_cherry,3050.0,3000.0,3100.0
2018-01-04,coffee:origin:india:arabica,arabica_parchment,7400.0,7300.0,7500.0
2018-01-04,coffee:origin:india:arabica,arabica_cherry,3900.0,3800.0,4000.0
2018-01-04,coffee:origin:india:robusta,robusta_parchment,5600.0,5500.0,5700.0
2018-01-04,coffee:origin:india:robusta,robusta_cherry,3050.0,3000.0,3100.0
2018-01-08,coffee:origin:india:arabica,arabica_parchment,7350.0,7250.0,7450.0
2018-01-08,coffee:origin:india:arabica,arabica_cherry,3875.0,3750.0,4000.0
2018-01-08,coffee:origin:india:robusta,robusta_parchment,5525.0,5450.0,5600.0
2018-01-08,coffee:origin:india:robusta,robusta_cherry,2887.5,2800.0,2975.0
2018-01-08,coffee:origin:india:arabica,arabica_parchment,7350.0,7250.0,7450.0
2018-01-08,coffee:origin:india:arabica,arabica_cherry,3875.0,3750.0,4000.0
2018-01-08,coffee:origin:india:robusta,robusta_parchment,5525.0,5450.0,5600.0
2018-01-08,coffee:origin:india:robusta,robusta_cherry,2887.5,2800.0,2975.0
2018-01-20,coffee:origin:india:arabica,arabica_parchment,7200.0,7100.0,7300.0
2018-01-20,coffee:origin:india:arabica,arabica_cherry,3775.0,3650.0,3900.0
2018-01-20,coffee:origin:india:robusta,robusta_parchment,5525.0,5450.0,5600.0
2018-01-20,coffee:origin:india:robusta,robusta_cherry,2875.0,2800.0,2950.0
2018-01-22,coffee:origin:india:arabica,arabica_parchment,7200.0,7100.0,7300.0
2018-01-22,coffee:origin:india:arabica,arabica_cherry,3775.0,3650.0,3900.0
2018-01-22,coffee:origin:india:robusta,robusta_parchment,5525.0,5450.0,5600.0
2018-01-22,coffee:origin:india:robusta,robusta_cherry,2875.0,2800.0,2950.0
2018-01-22,coffee:origin:india:arabica,arabica_parchment,7200.0,7100.0,7300.0
2018-01-22,coffee:origin:india:arabica,arabica_cherry,3775.0,3650.0,3900.0
2018-01-22,coffee:origin:india:robusta,robusta_parchment,5525.0,5450.0,5600.0
2018-01-22,coffee:origin:india:robusta,robusta_cherry,2875.0,2800.0,2950.0
2018-01-25,coffee:origin:india:arabica,arabica_parchment,7250.0,7150.0,7350.0
2018-01-25,coffee:origin:india:arabica,arabica_cherry,3800.0,3700.0,3900.0
2018-01-25,coffee:origin:india:robusta,robusta_parchment,5550.0,5500.0,5600.0
2018-01-25,coffee:origin:india:robusta,robusta_cherry,2887.5,2800.0,2975.0
2018-01-25,coffee:origin:india:arabica,arabica_parchment,7250.0,7150.0,7350.0
2018-01-25,coffee:origin:india:arabica,arabica_cherry,3800.0,3700.0,3900.0
2018-01-25,coffee:origin:india:robusta,robusta_parchment,5550.0,5500.0,5600.0
2018-01-25,coffee:origin:india:robusta,robusta_cherry,2887.5,2800.0,2975.0
2018-01-30,coffee:origin:india:arabica,arabica_parchment,7362.5,7225.0,7500.0
2018-01-30,coffee:origin:india:arabica,arabica_cherry,3875.0,3750.0,4000.0
2018-01-30,coffee:origin:india:robusta,robusta_parchment,5675.0,5600.0,5750.0
2018-01-30,coffee:origin:india:robusta,robusta_cherry,2937.5,2875.0,3000.0
2018-01-30,coffee:origin:india:arabica,arabica_parchment,7362.5,7225.0,7500.0
2018-01-30,coffee:origin:india:arabica,arabica_cherry,3875.0,3750.0,4000.0
2018-01-30,coffee:origin:india:robusta,robusta_parchment,5675.0,5600.0,5750.0
2018-01-30,coffee:origin:india:robusta,robusta_cherry,2937.5,2875.0,3000.0
2018-02-01,coffee:origin:india:arabica,arabica_parchment,7250.0,7100.0,7400.0
2018-02-01,coffee:origin:india:arabica,arabica_cherry,3800.0,3700.0,3900.0
2018-02-01,coffee:origin:india:robusta,robusta_parchment,5700.0,5600.0,5800.0
2018-02-01,coffee:origin:india:robusta,robusta_cherry,2950.0,2900.0,3000.0
2018-02-02,coffee:origin:india:arabica,arabica_parchment,7250.0,7150.0,7350.0
2018-02-02,coffee:origin:india:arabica,arabica_cherry,3800.0,3700.0,3900.0
2018-02-02,coffee:origin:india:robusta,robusta_parchment,5750.0,5600.0,5900.0
2018-02-02,coffee:origin:india:robusta,robusta_cherry,2950.0,2900.0,3000.0
2018-02-02,coffee:origin:india:arabica,arabica_parchment,7250.0,7150.0,7350.0
2018-02-02,coffee:origin:india:arabica,arabica_cherry,3800.0,3700.0,3900.0
2018-02-02,coffee:origin:india:robusta,robusta_parchment,5750.0,5600.0,5900.0
2018-02-02,coffee:origin:india:robusta,robusta_cherry,2950.0,2900.0,3000.0
2018-02-03,coffee:origin:india:arabica,arabica_parchment,7225.0,7150.0,7300.0
2018-02-03,coffee:origin:india:arabica,arabica_cherry,3775.0,3700.0,3850.0
2018-02-03,coffee:origin:india:robusta,robusta_parchment,5775.0,5650.0,5900.0
2018-02-03,coffee:origin:india:robusta,robusta_cherry,2950.0,2900.0,3000.0
2018-02-03,coffee:origin:india:arabica,arabica_parchment,7225.0,7150.0,7300.0
2018-02-03,coffee:origin:india:arabica,arabica_cherry,3775.0,3700.0,3850.0
2018-02-03,coffee:origin:india:robusta,robusta_parchment,5775.0,5650.0,5900.0
2018-02-03,coffee:origin:india:robusta,robusta_cherry,2950.0,2900.0,3000.0
2018-02-08,coffee:origin:india:arabica,arabica_parchment,7325.0,7300.0,7350.0
2018-02-08,coffee:origin:india:arabica,arabica_cherry,3950.0,3900.0,4000.0
2018-02-08,coffee:origin:india:robusta,robusta_parchment,5950.0,5900.0,6000.0
2018-02-08,coffee:origin:india:robusta,robusta_cherry,2950.0,2900.0,3000.0
2018-02-13,coffee:origin:india:arabica,arabica_parchment,7225.0,7100.0,7350.0
2018-02-13,coffee:origin:india:arabica,arabica_cherry,3825.0,3750.0,3900.0
2018-02-13,coffee:origin:india:robusta,robusta_parchment,5925.0,5850.0,6000.0
2018-02-13,coffee:origin:india:robusta,robusta_cherry,2975.0,2950.0,3000.0
2018-02-13,coffee:origin:india:arabica,arabica_parchment,7225.0,7100.0,7350.0
2018-02-13,coffee:origin:india:arabica,arabica_cherry,3825.0,3750.0,3900.0
2018-02-13,coffee:origin:india:robusta,robusta_parchment,5925.0,5850.0,6000.0
2018-02-13,coffee:origin:india:robusta,robusta_cherry,2975.0,2950.0,3000.0
2018-02-16,coffee:origin:india:arabica,arabica_parchment,7225.0,7100.0,7350.0
2018-02-16,coffee:origin:india:arabica,arabica_cherry,3825.0,3750.0,3900.0
2018-02-16,coffee:origin:india:robusta,robusta_parchment,5925.0,5850.0,6000.0
2018-02-16,coffee:origin:india:robusta,robusta_cherry,2975.0,2950.0,3000.0
2018-02-16,coffee:origin:india:arabica,arabica_parchment,7225.0,7100.0,7350.0
2018-02-16,coffee:origin:india:arabica,arabica_cherry,3825.0,3750.0,3900.0
2018-02-16,coffee:origin:india:robusta,robusta_parchment,5925.0,5850.0,6000.0
2018-02-16,coffee:origin:india:robusta,robusta_cherry,2975.0,2950.0,3000.0
2018-02-20,coffee:origin:india:arabica,arabica_parchment,7075.0,6950.0,7200.0
2018-02-20,coffee:origin:india:arabica,arabica_cherry,3725.0,3650.0,3800.0
2018-02-20,coffee:origin:india:robusta,robusta_parchment,5950.0,5900.0,6000.0
2018-02-20,coffee:origin:india:robusta,robusta_cherry,2887.5,2750.0,3025.0
2018-02-20,coffee:origin:india:arabica,arabica_parchment,7075.0,6950.0,7200.0
2018-02-20,coffee:origin:india:arabica,arabica_cherry,3725.0,3650.0,3800.0
2018-02-20,coffee:origin:india:robusta,robusta_parchment,5950.0,5900.0,6000.0
2018-02-20,coffee:origin:india:robusta,robusta_cherry,2887.5,2750.0,3025.0
2018-02-22,coffee:origin:india:arabica,arabica_parchment,7075.0,6950.0,7200.0
2018-02-22,coffee:origin:india:arabica,arabica_cherry,3750.0,3650.0,3850.0
2018-02-22,coffee:origin:india:robusta,robusta_parchment,6025.0,5900.0,6150.0
2018-02-22,coffee:origin:india:robusta,robusta_cherry,2975.0,2900.0,3050.0
2018-02-22,coffee:origin:india:arabica,arabica_parchment,7075.0,6950.0,7200.0
2018-02-22,coffee:origin:india:arabica,arabica_cherry,3750.0,3650.0,3850.0
2018-02-22,coffee:origin:india:robusta,robusta_parchment,6025.0,5900.0,6150.0
2018-02-22,coffee:origin:india:robusta,robusta_cherry,2975.0,2900.0,3050.0
2018-02-22,coffee:origin:india:arabica,arabica_parchment,7075.0,6950.0,7200.0
2018-02-22,coffee:origin:india:arabica,arabica_cherry,3750.0,3650.0,3850.0
2018-02-22,coffee:origin:india:robusta,robusta_parchment,6025.0,5900.0,6150.0
2018-02-22,coffee:origin:india:robusta,robusta_cherry,2975.0,2900.0,3050.0
2018-02-27,coffee:origin:india:arabica,arabica_parchment,7150.0,7000.0,7300.0
2018-02-27,coffee:origin:india:arabica,arabica_cherry,3800.0,3700.0,3900.0
2018-02-27,coffee:origin:india:robusta,robusta_parchment,6025.0,5900.0,6150.0
2018-02-27,coffee:origin:india:robusta,robusta_cherry,2975.0,2900.0,3050.0
2018-03-01,coffee:origin:india:arabica,arabica_parchment,7150.0,7000.0,7300.0
2018-03-01,coffee:origin:india:arabica,arabica_cherry,3800.0,3700.0,3900.0
2018-03-01,coffee:origin:india:robusta,robusta_parchment,6075.0,5950.0,6200.0
2018-03-01,coffee:origin:india:robusta,robusta_cherry,2987.5,2925.0,3050.0
2018-03-01,coffee:origin:india:arabica,arabica_parchment,7150.0,7000.0,7300.0
2018-03-01,coffee:origin:india:arabica,arabica_cherry,3800.0,3700.0,3900.0
2018-03-01,coffee:origin:india:robusta,robusta_parchment,6075.0,5950.0,6200.0
2018-03-01,coffee:origin:india:robusta,robusta_cherry,2987.5,2925.0,3050.0
2018-03-04,coffee:origin:india:arabica,arabica_parchment,7100.0,6900.0,7300.0
2018-03-04,coffee:origin:india:arabica,arabica_cherry,3787.5,3675.0,3900.0
2018-03-04,coffee:origin:india:robusta,robusta_parchment,6200.0,6100.0,6300.0
2018-03-04,coffee:origin:india:robusta,robusta_cherry,3000.0,2925.0,3075.0
2018-03-07,coffee:origin:india:arabica,arabica_parchment,7050.0,6900.0,7200.0
2018-03-07,coffee:origin:india:arabica,arabica_cherry,3737.5,3675.0,3800.0
2018-03-07,coffee:origin:india:robusta,robusta_parchment,6175.0,6050.0,6300.0
2018-03-07,coffee:origin:india:robusta,robusta_cherry,3025.0,2950.0,3100.0
2018-03-08,coffee:origin:india:arabica,arabica_parchment,7050.0,6900.0,7200.0
2018-03-08,coffee:origin:india:arabica,arabica_cherry,3737.5,3675.0,3800.0
2018-03-08,coffee:origin:india:robusta,robusta_parchment,6175.0,6050.0,6300.0
2018-03-08,coffee:origin:india:robusta,robusta_cherry,3025.0,2950.0,3100.0
2018-03-13,coffee:origin:india:arabica,arabica_parchment,7125.0,7100.0,7150.0
2018-03-13,coffee:origin:india:arabica,arabica_cherry,3825.0,3800.0,3850.0
2018-03-13,coffee:origin:india:robusta,robusta_parchment,6225.0,6200.0,6250.0
2018-03-13,coffee:origin:india:robusta,robusta_cherry,2925.0,2900.0,2950.0
2018-03-14,coffee:origin:india:arabica,arabica_parchment,7050.0,6900.0,7200.0
2018-03-14,coffee:origin:india:arabica,arabica_cherry,3762.5,3675.0,3850.0
2018-03-14,coffee:origin:india:robusta,robusta_parchment,6325.0,6200.0,6450.0
2018-03-14,coffee:origin:india:robusta,robusta_cherry,3012.5,2925.0,3100.0
2018-03-14,coffee:origin:india:arabica,arabica_parchment,7050.0,6900.0,7200.0
2018-03-14,coffee:origin:india:arabica,arabica_cherry,3762.5,3675.0,3850.0
2018-03-14,coffee:origin:india:robusta,robusta_parchment,6325.0,6200.0,6450.0
2018-03-14,coffee:origin:india:robusta,robusta_cherry,3012.5,2925.0,3100.0
2018-03-20,coffee:origin:india:arabica,arabica_parchment,7150.0,7100.0,7200.0
2018-03-20,coffee:origin:india:arabica,arabica_cherry,3850.0,3800.0,3900.0
2018-03-20,coffee:origin:india:robusta,robusta_parchment,6250.0,6150.0,6350.0
2018-03-20,coffee:origin:india:robusta,robusta_cherry,3025.0,2950.0,3100.0
2018-03-20,coffee:origin:india:arabica,arabica_parchment,7150.0,7100.0,7200.0
2018-03-20,coffee:origin:india:arabica,arabica_cherry,3850.0,3800.0,3900.0
2018-03-20,coffee:origin:india:robusta,robusta_parchment,6250.0,6150.0,6350.0
2018-03-20,coffee:origin:india:robusta,robusta_cherry,3025.0,2950.0,3100.0
2018-03-20,coffee:origin:india:arabica,arabica_parchment,7150.0,7100.0,7200.0
2018-03-20,coffee:origin:india:arabica,arabica_cherry,3850.0,3800.0,3900.0
2018-03-20,coffee:origin:india:robusta,robusta_parchment,6250.0,6150.0,6350.0
2018-03-20,coffee:origin:india:robusta,robusta_cherry,3025.0,2950.0,3100.0
2018-03-26,coffee:origin:india:arabica,arabica_parchment,6900.0,6800.0,7000.0
2018-03-26,coffee:origin:india:arabica,arabica_cherry,3675.0,3600.0,3750.0
2018-03-26,coffee:origin:india:robusta,robusta_parchment,6200.0,6050.0,6350.0
2018-03-26,coffee:origin:india:robusta,robusta_cherry,2950.0,2850.0,3050.0
2018-03-26,coffee:origin:india:arabica,arabica_parchment,7150.0,7100.0,7200.0
2018-03-26,coffee:origin:india:arabica,arabica_cherry,3850.0,3800.0,3900.0
2018-03-26,coffee:origin:india:robusta,robusta_parchment,6250.0,6150.0,6350.0
2018-03-26,coffee:origin:india:robusta,robusta_cherry,3025.0,2950.0,3100.0
2018-03-27,coffee:origin:india:arabica,arabica_parchment,6900.0,6800.0,7000.0
2018-03-27,coffee:origin:india:arabica,arabica_cherry,3675.0,3600.0,3750.0
2018-03-27,coffee:origin:india:robusta,robusta_parchment,6200.0,6050.0,6350.0
2018-03-27,coffee:origin:india:robusta,robusta_cherry,2950.0,2850.0,3050.0
2018-03-27,coffee:origin:india:arabica,arabica_parchment,6900.0,6800.0,7000.0
2018-03-27,coffee:origin:india:arabica,arabica_cherry,3675.0,3600.0,3750.0
2018-03-27,coffee:origin:india:robusta,robusta_parchment,6200.0,6050.0,6350.0
2018-03-27,coffee:origin:india:robusta,robusta_cherry,2950.0,2850.0,3050.0
2018-03-27,coffee:origin:india:arabica,arabica_parchment,6900.0,6800.0,7000.0
2018-03-27,coffee:origin:india:arabica,arabica_cherry,3675.0,3600.0,3750.0
2018-03-27,coffee:origin:india:robusta,robusta_parchment,6200.0,6050.0,6350.0
2018-03-27,coffee:origin:india:robusta,robusta_cherry,2950.0,2850.0,3050.0
2018-04-02,coffee:origin:india:arabica,arabica_parchment,6975.0,6950.0,7000.0
2018-04-02,coffee:origin:india:arabica,arabica_cherry,3775.0,3750.0,3800.0
2018-04-02,coffee:origin:india:robusta,robusta_parchment,6350.0,6300.0,6400.0
2018-04-02,coffee:origin:india:robusta,robusta_cherry,2975.0,2950.0,3000.0
2018-04-02,coffee:origin:india:arabica,arabica_parchment,6975.0,6950.0,7000.0
2018-04-02,coffee:origin:india:arabica,arabica_cherry,3775.0,3750.0,3800.0
2018-04-02,coffee:origin:india:robusta,robusta_parchment,6350.0,6300.0,6400.0
2018-04-02,coffee:origin:india:robusta,robusta_cherry,2975.0,2950.0,3000.0
2018-04-04,coffee:origin:india:arabica,arabica_parchment,6900.0,6800.0,7000.0
2018-04-04,coffee:origin:india:arabica,arabica_cherry,3700.0,3600.0,3800.0
2018-04-04,coffee:origin:india:robusta,robusta_parchment,6375.0,6250.0,6500.0
2018-04-04,coffee:origin:india:robusta,robusta_cherry,2987.5,2925.0,3050.0
2018-04-04,coffee:origin:india:arabica,arabica_parchment,6900.0,6800.0,7000.0
2018-04-04,coffee:origin:india:arabica,arabica_cherry,3700.0,3600.0,3800.0
2018-04-04,coffee:origin:india:robusta,robusta_parchment,6375.0,6250.0,6500.0
2018-04-04,coffee:origin:india:robusta,robusta_cherry,2987.5,2925.0,3050.0
2018-04-06,coffee:origin:india:arabica,arabica_parchment,6900.0,6800.0,7000.0
2018-04-06,coffee:origin:india:arabica,arabica_cherry,3700.0,3600.0,3800.0
2018-04-06,coffee:origin:india:robusta,robusta_parchment,6375.0,6250.0,6500.0
2018-04-06,coffee:origin:india:robusta,robusta_cherry,2987.5,2925.0,3050.0
2018-04-06,coffee:origin:india:arabica,arabica_parchment,6900.0,6800.0,7000.0
2018-04-06,coffee:origin:india:arabica,arabica_cherry,3700.0,3600.0,3800.0
2018-04-06,coffee:origin:india:robusta,robusta_parchment,6375.0,6250.0,6500.0
2018-04-06,coffee:origin:india:robusta,robusta_cherry,2987.5,2925.0,3050.0
2018-04-06,coffee:origin:india:arabica,arabica_parchment,6900.0,6800.0,7000.0
2018-04-06,coffee:origin:india:arabica,arabica_cherry,3700.0,3600.0,3800.0
2018-04-06,coffee:origin:india:robusta,robusta_parchment,6375.0,6250.0,6500.0
2018-04-06,coffee:origin:india:robusta,robusta_cherry,2987.5,2925.0,3050.0
2018-04-11,coffee:origin:india:arabica,arabica_parchment,6950.0,6900.0,7000.0
2018-04-11,coffee:origin:india:arabica,arabica_cherry,3775.0,3750.0,3800.0
2018-04-11,coffee:origin:india:robusta,robusta_parchment,6450.0,6400.0,6500.0
2018-04-11,coffee:origin:india:robusta,robusta_cherry,2950.0,2900.0,3000.0
2018-04-16,coffee:origin:india:arabica,arabica_parchment,6775.0,6750.0,6800.0
2018-04-16,coffee:origin:india:arabica,arabica_cherry,3600.0,3500.0,3700.0
2018-04-16,coffee:origin:india:robusta,robusta_parchment,6500.0,6450.0,6550.0
2018-04-16,coffee:origin:india:robusta,robusta_cherry,2950.0,2900.0,3000.0
2018-04-17,coffee:origin:india:arabica,arabica_parchment,6825.0,6800.0,6850.0
2018-04-17,coffee:origin:india:arabica,arabica_cherry,3950.0,3900.0,4000.0
2018-04-17,coffee:origin:india:robusta,robusta_parchment,6525.0,6500.0,6550.0
2018-04-17,coffee:origin:india:robusta,robusta_cherry,3025.0,3000.0,3050.0
2018-04-17,coffee:origin:india:arabica,arabica_parchment,6825.0,6800.0,6850.0
2018-04-17,coffee:origin:india:arabica,arabica_cherry,3950.0,3900.0,4000.0
2018-04-17,coffee:origin:india:robusta,robusta_parchment,6525.0,6500.0,6550.0
2018-04-17,coffee:origin:india:robusta,robusta_cherry,3025.0,3000.0,3050.0
2018-04-17,coffee:origin:india:arabica,arabica_parchment,6825.0,6800.0,6850.0
2018-04-17,coffee:origin:india:arabica,arabica_cherry,3950.0,3900.0,4000.0
2018-04-17,coffee:origin:india:robusta,robusta_parchment,6525.0,6500.0,6550.0
2018-04-17,coffee:origin:india:robusta,robusta_cherry,3025.0,3000.0,3050.0
2018-04-23,coffee:origin:india:arabica,arabica_parchment,6850.0,6800.0,6900.0
2018-04-23,coffee:origin:india:arabica,arabica_cherry,3825.0,3750.0,3900.0
2018-04-23,coffee:origin:india:robusta,robusta_parchment,6550.0,6500.0,6600.0
2018-04-23,coffee:origin:india:robusta,robusta_cherry,3075.0,3050.0,3100.0
2018-04-25,coffee:origin:india:arabica,arabica_parchment,6875.0,6750.0,7000.0
2018-04-25,coffee:origin:india:arabica,arabica_cherry,3712.5,3600.0,3825.0
2018-04-25,coffee:origin:india:robusta,robusta_parchment,6600.0,6450.0,6750.0
2018-04-25,coffee:origin:india:robusta,robusta_cherry,3012.5,2900.0,3125.0
2018-04-27,coffee:origin:india:arabica,arabica_parchment,6825.0,6700.0,6950.0
2018-04-27,coffee:origin:india:arabica,arabica_cherry,3725.0,3650.0,3800.0
2018-04-27,coffee:origin:india:robusta,robusta_parchment,6575.0,6400.0,6750.0
2018-04-27,coffee:origin:india:robusta,robusta_cherry,2975.0,2850.0,3100.0
2018-04-27,coffee:origin:india:arabica,arabica_parchment,6825.0,6700.0,6950.0
2018-04-27,coffee:origin:india:arabica,arabica_cherry,3725.0,3650.0,3800.0
2018-04-27,coffee:origin:india:robusta,robusta_parchment,6575.0,6400.0,6750.0
2018-04-27,coffee:origin:india:robusta,robusta_cherry,2975.0,2850.0,3100.0
2018-05-03,coffee:origin:india:arabica,arabica_parchment,6900.0,6800.0,7000.0
2018-05-03,coffee:origin:india:arabica,arabica_cherry,3725.0,3625.0,3825.0
2018-05-03,coffee:origin:india:robusta,robusta_parchment,6600.0,6400.0,6800.0
2018-05-03,coffee:origin:india:robusta,robusta_cherry,3025.0,2900.0,3150.0
2018-05-07,coffee:origin:india:arabica,arabica_parchment,6900.0,6800.0,7000.0
2018-05-07,coffee:origin:india:arabica,arabica_cherry,3725.0,3600.0,3850.0
2018-05-07,coffee:origin:india:robusta,robusta_parchment,6675.0,6500.0,6850.0
2018-05-07,coffee:origin:india:robusta,robusta_cherry,2975.0,2800.0,3150.0
2018-05-07,coffee:origin:india:arabica,arabica_parchment,6900.0,6800.0,7000.0
2018-05-07,coffee:origin:india:arabica,arabica_cherry,3725.0,3600.0,3850.0
2018-05-07,coffee:origin:india:robusta,robusta_parchment,6675.0,6500.0,6850.0
2018-05-07,coffee:origin:india:robusta,robusta_cherry,2975.0,2800.0,3150.0
2018-05-11,coffee:origin:india:arabica,arabica_parchment,6950.0,6900.0,7000.0
